user_id,course_id,course_name,instructor,course_duration_hours,certification_offered,difficulty_level,rating,enrollment_numbers,course_price,feedback_score,study_material_available,time_spent_hours,previous_courses_taken,difficulty_level_enc,cert_offered_enc
38976,1496,Project Management Fundamentals,William Thomas,0.993684210526316,Yes,Intermediate,4.5,21580,0.5041465244207367,0.763,No,18.77,4,2,1
24843,6172,Ethical Hacking Masterclass,Sarah Lee,0.5926315789473684,Yes,Beginner,3.3,9974,0.1498999833305551,0.595,Yes,38.67,6,1,1
19596,8407,Python for Beginners,Dr. Robert Davis,0.14,Yes,Beginner,3.6,30575,0.4485330888481413,0.7,Yes,14.59,8,1,1
10486,7014,Ethical Hacking Masterclass,Alexander Young,0.8863157894736842,No,Intermediate,4.4,17670,0.40613018836472736,0.46,Yes,33.04,2,2,0
26087,5387,DevOps and Continuous Deployment,James Clark,0.8663157894736842,Yes,Advanced,3.5,11256,0.9984997499583262,0.577,No,1.0,7,0,1
7685,5996,Blockchain and Decentralized Applications,James Clark,0.9178947368421053,Yes,Intermediate,2.9,44613,0.8398899816636105,0.805,Yes,36.33,5,2,1
25553,1755,Project Management Fundamentals,Sophia Anderson,0.32105263157894737,Yes,Intermediate,3.7,8397,0.004771628604767458,0.616,Yes,5.95,9,2,1
1208,6141,Mobile App Development with Swift,Benjamin Lewis,0.9884210526315791,Yes,Intermediate,3.0,20127,0.029796632772128684,0.819,No,16.94,3,2,1
558,7190,Cloud Computing Essentials,Michael Brown,0.8568421052631578,Yes,Advanced,2.6,28432,0.06248958159693281,0.613,Yes,26.77,5,0,1
29690,6350,Fitness and Nutrition Coaching,Prof. Emily Johnson,0.6568421052631579,Yes,Intermediate,5.0,19535,0.49583263877312883,0.757,Yes,46.36,4,2,1
48652,5197,Photography and Video Editing,Michael Brown,0.9505263157894737,No,Intermediate,4.9,19823,0.7126396066011002,0.828,No,5.36,4,2,0
13894,9671,DevOps and Continuous Deployment,Prof. Emily Johnson,0.7463157894736843,No,Intermediate,3.6,34555,0.9001083513918986,0.599,Yes,24.76,0,2,0
883,1601,Fundamentals of Digital Marketing,William Thomas,0.7,Yes,Intermediate,2.7,10613,0.2105559259876646,0.878,Yes,1.96,9,2,1
37530,9697,Photography and Video Editing,Dr. Robert Davis,0.40210526315789474,Yes,Intermediate,2.4,2105,0.0988706451075179,0.729,Yes,16.69,6,2,1
12870,4460,Advanced Machine Learning,Benjamin Lewis,0.8063157894736841,Yes,Beginner,4.9,32484,0.700158359726621,0.824,Yes,11.44,7,1,1
12983,2335,Game Development with Unity,David Wilson,0.2968421052631579,No,Intermediate,4.2,36503,0.16233955659276544,0.531,No,23.14,5,2,0
7270,801,Personal Finance and Wealth Building,Isabella Scott,0.10736842105263156,Yes,Advanced,4.3,12140,0.401066844474079,0.673,Yes,20.63,6,0,1
13528,2396,Photography and Video Editing,Sarah Lee,0.2926315789473684,Yes,Beginner,4.2,15845,0.8102808801466911,0.642,Yes,24.44,3,1,1
2455,6288,Python for Beginners,Michael Brown,0.7242105263157894,No,Intermediate,3.4,39700,0.8238248041340223,0.942,No,33.04,3,2,0
20879,421,Fitness and Nutrition Coaching,Alexander Young,0.0873684210526316,Yes,Intermediate,4.9,12135,0.010564260710118345,0.613,Yes,25.49,8,2,1
39411,651,Cloud Computing Essentials,Ethan Hall,0.06842105263157895,No,Beginner,4.6,48609,0.0010835139189864992,0.663,Yes,17.81,5,1,0
36594,4876,Graphic Design with Canva,Jessica Martinez,0.9652631578947368,Yes,Advanced,3.2,18732,0.6944074012335388,0.666,Yes,42.21,6,0,1
30387,6546,Ethical Hacking Masterclass,Michael Brown,0.6452631578947368,No,Beginner,3.4,20860,0.0065427571261876954,0.542,Yes,11.58,4,1,0
3803,2709,Advanced Machine Learning,Charlotte King,0.9473684210526316,Yes,Beginner,5.0,27713,0.3245332555425904,0.625,Yes,1.86,8,1,1
21084,2536,Public Speaking Mastery,Benjamin Lewis,0.18736842105263157,Yes,Intermediate,2.4,14226,0.2218494749124854,0.756,No,7.46,5,2,1
18355,3107,Ethical Hacking Masterclass,James Clark,0.002105263157894742,Yes,Beginner,3.8,2507,0.9049216536089348,0.609,Yes,19.61,7,1,1
6143,5234,Mobile App Development with Swift,Ethan Hall,0.11157894736842106,Yes,Beginner,4.7,43942,0.5555717619603266,0.781,Yes,33.42,1,1,1
33133,9364,DevOps and Continuous Deployment,William Thomas,0.6736842105263159,No,Intermediate,3.9,40818,0.7358101350225037,0.628,Yes,17.12,2,2,0
19504,6463,DevOps and Continuous Deployment,Charlotte King,0.19263157894736843,Yes,Intermediate,4.0,34245,0.2176612768794799,0.631,Yes,10.01,5,2,1
48457,4713,Fundamentals of Digital Marketing,Benjamin Lewis,0.01894736842105263,No,Beginner,2.9,1517,0.9881230205034172,0.616,Yes,43.61,7,1,0
34632,243,Game Development with Unity,Charlotte King,0.2694736842105263,No,Intermediate,4.0,7124,0.18028004667444575,0.898,Yes,18.23,7,2,0
39853,544,DevOps and Continuous Deployment,Daniel White,0.2884210526315789,Yes,Beginner,3.6,20269,0.8312010335055843,0.667,Yes,1.0,9,1,1
2385,304,Data Visualization with Tableau,Isabella Scott,0.9021052631578947,No,Intermediate,4.4,16625,0.06257292882147024,0.928,Yes,44.65,3,2,0
15073,7422,Game Development with Unity,Alexander Young,0.16736842105263156,Yes,Advanced,4.6,7126,0.2920278379729955,0.925,Yes,4.37,4,0,1
36704,7544,Ethical Hacking Masterclass,Jessica Martinez,0.7136842105263157,No,Beginner,3.5,28650,0.13791881980330056,0.556,Yes,18.06,7,1,0
45896,9403,Fitness and Nutrition Coaching,Alexander Young,0.9126315789473685,No,Intermediate,4.4,12526,0.3005292548758126,0.778,Yes,1.0,4,2,0
40511,9061,Public Speaking Mastery,Sarah Lee,0.18842105263157893,Yes,Beginner,3.5,23706,0.5728454742457076,0.619,No,26.0,7,1,1
21827,1576,DevOps and Continuous Deployment,Ethan Hall,0.005263157894736845,Yes,Advanced,4.1,23598,0.7425404234039006,0.623,Yes,11.64,5,0,1
2491,119,Fitness and Nutrition Coaching,Michael Brown,0.9589473684210525,Yes,Beginner,3.4,16388,0.7937156192698783,1.0,Yes,19.31,7,1,1
46093,5053,Fundamentals of Digital Marketing,Alexander Young,0.36631578947368415,Yes,Intermediate,5.0,22984,0.39075262543757283,0.795,Yes,38.37,6,2,1
25519,9784,Public Speaking Mastery,Liam Adams,0.6505263157894736,No,Intermediate,3.5,43919,0.8799591598599766,0.73,Yes,36.43,7,2,0
24046,204,Project Management Fundamentals,Sophia Anderson,0.5557894736842104,Yes,Beginner,3.0,9840,0.42432072012002,0.804,No,35.24,5,1,1
26911,2566,Advanced Machine Learning,Ethan Hall,0.030526315789473693,Yes,Intermediate,3.5,29246,0.19324054009001496,0.745,Yes,28.83,3,2,1
24567,558,Public Speaking Mastery,Jessica Martinez,0.5778947368421052,No,Intermediate,3.1,33653,0.8842307051175196,0.588,Yes,22.26,5,2,0
33906,3703,Python for Beginners,Michael Brown,0.7947368421052632,Yes,Intermediate,3.8,32031,0.35395482580430065,0.684,Yes,28.39,6,2,1
27104,8547,Data Visualization with Tableau,Liam Adams,0.5526315789473684,No,Intermediate,3.3,4511,0.044028171361893645,0.66,Yes,26.62,9,2,0
36189,3155,Public Speaking Mastery,Isabella Scott,0.4010526315789474,Yes,Advanced,5.0,37276,0.5377562927154526,1.0,Yes,10.49,10,0,1
5846,1175,Data Visualization with Tableau,Liam Adams,0.9568421052631579,Yes,Beginner,3.5,397,0.7861101850308384,0.907,Yes,10.25,5,1,1
36675,9792,Project Management Fundamentals,Dr. John Smith,0.6610526315789473,Yes,Beginner,4.4,17541,0.7800050008334722,0.4,Yes,8.25,5,1,1
19338,8800,Python for Beginners,Dr. Robert Davis,0.9326315789473683,No,Beginner,3.7,42658,0.339389898316386,0.917,No,45.28,8,1,0
22314,5292,Personal Finance and Wealth Building,Sarah Lee,0.32,Yes,Advanced,4.8,21714,0.8393482247041173,0.855,No,10.73,6,0,1
12414,9796,Mobile App Development with Swift,Liam Adams,0.7663157894736841,Yes,Beginner,3.1,10980,0.6340431738623103,0.493,Yes,17.27,3,1,1
277,8509,Personal Finance and Wealth Building,Dr. Mia Walker,0.05473684210526315,No,Beginner,4.7,25448,0.5243373895649275,0.625,No,2.18,5,1,0
17612,2636,Fitness and Nutrition Coaching,Olivia Taylor,0.2094736842105263,No,Intermediate,4.8,49019,0.3457867977996332,0.952,Yes,14.99,6,2,0
15907,4159,Networking and System Administration,Emma Harris,0.36105263157894735,Yes,Intermediate,3.6,8757,0.9028171361893649,0.791,Yes,17.72,5,2,1
49848,4106,Python for Beginners,Ethan Hall,0.7136842105263157,Yes,Intermediate,5.0,17559,0.6873853975662609,0.554,Yes,40.17,1,2,1
20537,3032,Cybersecurity for Professionals,Emma Harris,0.3336842105263158,Yes,Beginner,5.0,20607,0.8329929988331387,0.685,Yes,22.03,7,1,1
27811,3972,DevOps and Continuous Deployment,William Thomas,0.6778947368421053,Yes,Intermediate,2.3,10327,0.8208034672445407,0.65,Yes,25.34,4,2,1
12307,4333,Fundamentals of Digital Marketing,Sarah Lee,0.6663157894736842,Yes,Intermediate,5.0,128,0.836931155192532,0.786,Yes,28.39,2,2,1
10504,1141,Photography and Video Editing,James Clark,0.48947368421052634,No,Intermediate,5.0,15227,0.15065010835139186,0.698,Yes,42.92,5,2,0
11591,2434,Fundamentals of Digital Marketing,Daniel White,0.32421052631578945,Yes,Beginner,4.2,41739,0.5816802800466745,0.797,Yes,28.42,10,1,1
1089,1809,Data Visualization with Tableau,Alexander Young,0.17894736842105263,No,Beginner,2.9,32427,0.9599516586097682,1.0,Yes,19.09,7,1,0
3364,8613,Mobile App Development with Swift,Michael Brown,0.9263157894736842,Yes,Advanced,4.2,22834,0.7537922987164527,0.8,Yes,21.58,7,0,1
32793,1047,Project Management Fundamentals,William Thomas,0.9842105263157894,No,Beginner,3.3,48661,0.30573845640940156,0.884,Yes,18.46,7,1,0
9765,3285,Mobile App Development with Swift,Jessica Martinez,0.7726315789473686,No,Intermediate,3.6,940,0.9753708951491914,0.855,Yes,45.38,5,2,0
20621,3231,Photography and Video Editing,Prof. Emily Johnson,0.9105263157894736,Yes,Intermediate,4.0,27818,0.8835222537089514,0.987,Yes,42.25,4,2,1
12936,8666,Blockchain and Decentralized Applications,Sarah Lee,0.004210526315789477,Yes,Intermediate,3.6,4640,0.9866019336556092,0.877,Yes,22.37,5,2,1
8069,4577,AI for Business Leaders,Liam Adams,0.36105263157894735,Yes,Intermediate,4.3,32139,0.07792965494249039,0.772,Yes,18.73,2,2,1
7296,4874,Networking and System Administration,Isabella Scott,0.783157894736842,Yes,Intermediate,3.1,21543,0.6698199699949992,0.938,Yes,29.42,5,2,1
41161,6964,Data Visualization with Tableau,William Thomas,0.7463157894736843,Yes,Beginner,4.8,35040,0.6065385897649609,0.735,Yes,33.47,4,1,1
11391,4415,Cloud Computing Essentials,David Wilson,0.6168421052631579,Yes,Beginner,2.3,4540,0.5945157526254375,0.546,No,33.08,7,1,1
41217,2486,Stock Market and Trading Strategies,Sophia Anderson,0.5021052631578948,No,Intermediate,2.8,14371,0.19301133522253705,0.607,Yes,29.92,5,2,0
20132,638,Photography and Video Editing,Daniel White,0.020000000000000004,No,Beginner,4.4,10233,0.48881063510585093,0.969,Yes,10.03,5,1,0
10434,5697,AI for Business Leaders,Charlotte King,0.6221052631578947,No,Beginner,2.2,14877,0.04565344224037339,0.461,Yes,16.37,2,1,0
28183,6908,AI for Business Leaders,Sophia Anderson,0.3621052631578947,Yes,Beginner,3.5,42508,0.7641065177529588,0.845,Yes,32.23,2,1,1
11529,6356,Cybersecurity for Professionals,Sophia Anderson,0.7905263157894735,No,Beginner,3.4,22830,0.8833138856476079,0.753,Yes,22.0,5,1,0
21282,2978,Networking and System Administration,Daniel White,0.7684210526315789,Yes,Intermediate,5.0,31930,0.11208118019669942,0.902,No,13.94,6,2,1
8606,702,Networking and System Administration,Dr. Robert Davis,0.5378947368421052,Yes,Beginner,4.3,28002,0.7142440406734456,0.593,Yes,46.55,5,1,1
34783,3072,Ethical Hacking Masterclass,Michael Brown,0.371578947368421,No,Intermediate,4.8,31781,0.6437322887147857,0.473,Yes,4.49,5,2,0
1382,8919,Public Speaking Mastery,Dr. Mia Walker,0.9200000000000002,Yes,Beginner,3.9,31920,0.5930363393898983,0.653,Yes,25.93,8,1,1
1099,2625,Public Speaking Mastery,Ethan Hall,0.6873684210526316,Yes,Beginner,1.8,22808,0.24752042007001163,0.518,Yes,21.32,2,1,1
19811,8142,Game Development with Unity,Olivia Taylor,0.611578947368421,Yes,Intermediate,4.6,43757,0.030317552925487587,0.713,Yes,20.08,5,2,1
32956,890,Python for Beginners,David Wilson,0.43999999999999995,No,Intermediate,3.7,34163,0.13433488914819136,0.59,Yes,31.41,4,2,0
44717,8968,Cybersecurity for Professionals,Jessica Martinez,0.0768421052631579,No,Beginner,3.2,21062,0.11906151025170862,0.817,Yes,16.22,6,1,0
10208,3872,Fundamentals of Digital Marketing,Sarah Lee,0.743157894736842,Yes,Intermediate,3.7,9263,0.5314219036506085,1.0,Yes,9.46,6,2,1
2093,9922,Networking and System Administration,Jessica Martinez,0.26842105263157895,No,Intermediate,3.6,24928,0.34680780130021666,0.703,Yes,20.61,7,2,0
28221,2171,Graphic Design with Canva,Dr. Mia Walker,0.25473684210526315,Yes,Intermediate,3.0,43186,0.6559843307217869,0.705,Yes,24.93,4,2,1
18515,7195,Project Management Fundamentals,Sarah Lee,0.46315789473684205,Yes,Beginner,3.5,39003,0.8791673612268711,0.9,Yes,15.84,7,1,1
38011,1710,Photography and Video Editing,Daniel White,0.9347368421052631,Yes,Beginner,4.8,1387,0.08455575929321553,0.582,Yes,1.0,10,1,1
8550,8195,Project Management Fundamentals,Dr. Robert Davis,0.009473684210526322,Yes,Beginner,3.1,19266,0.5688031338556426,0.735,No,22.98,6,1,1
22032,7485,Personal Finance and Wealth Building,Olivia Taylor,0.7,No,Beginner,3.8,11009,0.28821470245040837,0.699,Yes,19.3,5,1,0
5186,4033,Project Management Fundamentals,William Thomas,0.9315789473684211,No,Advanced,3.7,9438,0.5431530255042507,0.773,Yes,1.0,3,0,0
5777,7578,AI for Business Leaders,James Clark,0.2884210526315789,No,Intermediate,4.2,4038,0.4081930321720286,0.852,Yes,26.11,6,2,0
12450,1309,Public Speaking Mastery,Charlotte King,0.6126315789473684,Yes,Beginner,3.0,18549,0.8454117352892149,1.0,Yes,20.82,5,1,1
24298,7347,Project Management Fundamentals,Olivia Taylor,0.756842105263158,Yes,Advanced,4.1,44811,0.5230038339723286,0.496,Yes,1.0,5,0,1
40592,5163,Public Speaking Mastery,Emma Harris,0.01157894736842105,Yes,Beginner,5.0,27060,0.8942948824804133,0.762,Yes,31.82,11,1,1
15718,9416,Cloud Computing Essentials,William Thomas,0.9168421052631579,Yes,Intermediate,5.0,29742,0.36170611768628097,0.755,No,30.75,5,2,1
39234,6979,Personal Finance and Wealth Building,Liam Adams,0.4326315789473684,Yes,Beginner,3.0,24909,0.015419236539423238,0.639,No,10.41,3,1,1
46093,9270,Project Management Fundamentals,Alexander Young,0.9063157894736842,Yes,Advanced,4.4,13335,0.8458701450241706,0.783,Yes,1.0,3,0,1
10351,8111,Mobile App Development with Swift,Charlotte King,0.523157894736842,Yes,Beginner,3.9,6540,0.324804134022337,0.759,Yes,2.71,2,1,1
30623,9318,Fundamentals of Digital Marketing,Sophia Anderson,0.4494736842105263,Yes,Intermediate,4.7,7647,0.525420903483914,0.951,Yes,43.46,2,2,1
35324,4632,Project Management Fundamentals,Olivia Taylor,0.2442105263157895,No,Advanced,4.7,43239,0.8710618436406068,0.388,No,11.17,5,0,0
2952,6755,Mobile App Development with Swift,David Wilson,0.928421052631579,No,Intermediate,3.7,7146,0.8801258543090514,0.796,Yes,20.39,9,2,0
4728,4253,Project Management Fundamentals,Benjamin Lewis,0.9421052631578948,Yes,Advanced,4.5,8214,0.06940740123353892,0.862,Yes,13.58,4,0,1
36470,6603,Photography and Video Editing,Dr. John Smith,0.4873684210526315,Yes,Advanced,4.3,4301,0.3996499416569428,0.975,No,25.63,4,0,1
35549,1296,Photography and Video Editing,James Clark,0.3642105263157895,Yes,Beginner,4.4,26247,0.3187614602433739,0.663,No,1.0,5,1,1
23783,1915,Python for Beginners,Alexander Young,0.4242105263157894,Yes,Beginner,4.1,32489,0.11747791298549758,0.566,Yes,2.7,5,1,1
15593,1279,Data Visualization with Tableau,Daniel White,0.7063157894736842,Yes,Beginner,4.0,47634,0.07757542923820636,0.818,Yes,24.42,5,1,1
33205,5425,Game Development with Unity,Ethan Hall,0.4747368421052632,Yes,Beginner,4.1,34292,0.916944490748458,0.857,Yes,1.0,2,1,1
35597,2053,AI for Business Leaders,Benjamin Lewis,0.3442105263157895,Yes,Beginner,3.0,5485,0.8242207034505751,0.73,Yes,23.86,5,1,1
34325,6872,Personal Finance and Wealth Building,Liam Adams,0.36631578947368415,No,Beginner,3.9,27950,0.9467411235205867,0.772,Yes,27.53,3,1,0
46133,9653,Project Management Fundamentals,Dr. John Smith,0.9389473684210528,No,Beginner,4.1,29014,0.41029754959159853,0.659,Yes,27.05,3,1,0
47830,2560,Personal Finance and Wealth Building,Charlotte King,0.7494736842105263,Yes,Beginner,5.0,46601,0.36062260376729455,0.731,Yes,24.63,5,1,1
30751,4678,Python for Beginners,Sophia Anderson,0.8526315789473684,Yes,Intermediate,2.9,19577,0.4360310051675279,0.618,Yes,21.73,10,2,1
10577,6555,DevOps and Continuous Deployment,James Clark,0.15157894736842104,No,Beginner,5.0,6204,0.7412693782297048,0.766,Yes,20.62,4,1,0
16567,3683,Photography and Video Editing,Alexander Young,0.7,Yes,Intermediate,4.3,24320,0.9900400066677778,1.0,Yes,50.74,8,2,1
7191,8758,AI for Business Leaders,Dr. Mia Walker,0.928421052631579,No,Beginner,3.7,44362,0.35372562093682275,0.679,Yes,23.16,3,1,0
23072,9417,Personal Finance and Wealth Building,James Clark,0.30421052631578943,No,Advanced,4.3,6203,0.6485664277379563,0.788,Yes,18.42,3,0,0
38334,6526,DevOps and Continuous Deployment,James Clark,0.04947368421052631,Yes,Beginner,3.4,21657,0.41075595932655434,0.739,Yes,27.82,8,1,1
15370,6935,DevOps and Continuous Deployment,Dr. Mia Walker,0.9673684210526317,No,Advanced,4.0,13282,0.5784505750958493,0.861,Yes,15.39,7,0,0
24036,9815,AI for Business Leaders,Michael Brown,0.671578947368421,Yes,Beginner,5.0,49075,0.8124062343723953,0.784,Yes,20.46,2,1,1
160,7471,AI for Business Leaders,Benjamin Lewis,0.5684210526315789,Yes,Beginner,4.0,31429,0.047007834639106516,0.769,Yes,39.34,7,1,1
12146,1501,Mobile App Development with Swift,Isabella Scott,0.8905263157894736,Yes,Beginner,3.3,45445,0.1877187864644107,0.874,Yes,27.03,5,1,1
31922,1538,Advanced Machine Learning,Dr. Robert Davis,0.11894736842105263,No,Beginner,3.5,12437,0.8644565760960159,0.716,Yes,1.0,1,1,0
39324,6186,Data Visualization with Tableau,Olivia Taylor,0.6336842105263158,No,Beginner,2.3,36002,0.27350391731955326,0.85,Yes,28.67,8,1,0
41972,213,AI for Business Leaders,Prof. Emily Johnson,0.94,No,Intermediate,4.2,43164,0.7442490415069177,0.756,Yes,1.0,4,2,0
8245,177,Photography and Video Editing,Charlotte King,0.36947368421052634,Yes,Beginner,4.5,1960,0.6278963160526755,0.875,No,13.61,3,1,1
31567,3033,Game Development with Unity,Benjamin Lewis,0.7242105263157894,Yes,Advanced,5.0,46099,0.973058009668278,0.914,Yes,12.08,8,0,1
46102,5809,Cybersecurity for Professionals,James Clark,0.02526315789473685,No,Advanced,4.0,9932,0.5514460743457243,0.541,Yes,30.95,2,0,0
18692,9154,AI for Business Leaders,Isabella Scott,0.8578947368421053,Yes,Intermediate,4.4,46024,0.692011168528088,0.783,Yes,10.31,8,2,1
33997,987,Data Visualization with Tableau,Ethan Hall,0.18000000000000002,Yes,Beginner,3.0,2766,0.7429571595265877,0.755,Yes,1.0,3,1,1
5591,4257,Python for Beginners,Olivia Taylor,0.3252631578947368,Yes,Advanced,3.2,13786,0.018378063010501745,0.793,Yes,22.88,1,0,1
5586,4095,Personal Finance and Wealth Building,Sarah Lee,0.251578947368421,Yes,Advanced,4.4,44200,0.6292090348391399,0.953,Yes,28.17,2,0,1
9228,2962,Fundamentals of Digital Marketing,Benjamin Lewis,0.38526315789473686,Yes,Beginner,3.0,31760,0.9410735122520419,0.741,Yes,24.93,7,1,1
28279,1223,Photography and Video Editing,Sophia Anderson,0.5389473684210526,No,Intermediate,5.0,31133,0.6085805967661276,0.829,Yes,29.19,0,2,0
38815,6692,Fundamentals of Digital Marketing,Benjamin Lewis,0.4473684210526316,No,Beginner,3.6,28831,0.860185030838473,0.788,Yes,27.61,10,1,0
15650,7455,Fitness and Nutrition Coaching,William Thomas,0.5768421052631578,Yes,Intermediate,3.7,28670,0.7563968994832472,0.889,Yes,11.35,5,2,1
7928,1397,Networking and System Administration,Daniel White,0.9831578947368422,Yes,Intermediate,3.6,43611,0.661735289214869,0.751,Yes,20.42,4,2,1
48767,7094,Python for Beginners,Dr. Mia Walker,0.0431578947368421,No,Intermediate,4.6,46626,0.5575720953492249,0.695,Yes,10.33,8,2,0
46155,6369,Fitness and Nutrition Coaching,Isabella Scott,0.7884210526315789,Yes,Advanced,3.1,36019,0.9115269211535256,0.795,Yes,39.31,3,0,1
7017,6087,Advanced Machine Learning,Jessica Martinez,0.16105263157894736,No,Beginner,2.4,30339,0.8716869478246374,0.935,Yes,14.84,1,1,0
48689,6574,AI for Business Leaders,Dr. Mia Walker,0.16631578947368422,No,Advanced,2.6,19299,0.09732872145357559,0.699,Yes,1.0,4,0,0
24143,2218,Data Visualization with Tableau,Dr. Mia Walker,0.8399999999999999,Yes,Beginner,4.7,9739,0.3796466077679613,0.738,Yes,4.07,2,1,1
3168,8796,Mobile App Development with Swift,David Wilson,0.5631578947368421,Yes,Advanced,5.0,42857,0.33443073845640936,0.654,Yes,1.0,6,0,1
44758,9055,Personal Finance and Wealth Building,Michael Brown,0.8989473684210527,Yes,Advanced,3.3,27142,0.4740165027504583,0.769,Yes,25.73,2,0,1
14088,9374,Ethical Hacking Masterclass,Olivia Taylor,0.251578947368421,No,Beginner,4.8,45449,0.9876021003500582,0.857,No,1.0,3,1,0
22441,2628,Public Speaking Mastery,William Thomas,0.8473684210526315,No,Beginner,5.0,20070,0.8414527421236871,0.767,Yes,36.74,2,1,0
35206,7457,Personal Finance and Wealth Building,Dr. Mia Walker,0.0768421052631579,No,Beginner,4.0,24768,0.583826471078513,0.56,Yes,3.09,2,1,0
15276,865,Advanced Machine Learning,Isabella Scott,0.33263157894736844,Yes,Beginner,2.6,22970,0.6094349058176363,0.987,Yes,14.06,3,1,1
5277,1743,Project Management Fundamentals,Alexander Young,0.9221052631578948,Yes,Beginner,4.4,36793,0.2894440740123353,0.71,Yes,18.49,2,1,1
37497,4622,Fitness and Nutrition Coaching,Alexander Young,0.29578947368421055,Yes,Intermediate,4.0,31937,0.8500583430571762,0.907,Yes,31.46,2,2,1
19009,5817,Advanced Machine Learning,Alexander Young,0.7273684210526314,Yes,Intermediate,4.2,46575,0.045445074179029835,0.859,No,33.1,9,2,1
5739,5775,Mobile App Development with Swift,Jessica Martinez,0.6768421052631579,Yes,Advanced,4.4,42047,0.7670653442240373,0.662,Yes,14.07,5,0,1
37292,2341,Blockchain and Decentralized Applications,William Thomas,0.8336842105263158,Yes,Beginner,3.8,666,0.008584764127354552,0.648,Yes,23.13,6,1,1
31332,3330,Cloud Computing Essentials,William Thomas,0.9831578947368422,Yes,Beginner,2.8,24813,0.7282255375895982,0.858,Yes,5.27,9,1,1
16210,7713,Game Development with Unity,Daniel White,0.9810526315789474,No,Beginner,4.6,5974,0.35966411068511417,0.703,Yes,35.26,12,1,0
48015,6019,Stock Market and Trading Strategies,Dr. Mia Walker,0.7726315789473686,No,Intermediate,3.3,31400,0.9773712285380897,0.765,Yes,31.77,9,2,0
43149,9201,Ethical Hacking Masterclass,Benjamin Lewis,0.7347368421052631,Yes,Beginner,4.2,21776,0.026629438239706607,0.86,Yes,32.46,6,1,1
25683,802,Fitness and Nutrition Coaching,Sarah Lee,0.3010526315789474,No,Intermediate,3.8,20436,0.863227204534089,0.78,Yes,1.0,3,2,0
2225,3150,Photography and Video Editing,Charlotte King,0.20526315789473681,Yes,Intermediate,3.8,30493,0.7413110518419735,0.502,No,1.0,3,2,1
41158,7604,Python for Beginners,Isabella Scott,0.5757894736842106,No,Beginner,2.8,26414,0.8136772795465911,0.852,Yes,28.14,6,1,0
48696,962,Cloud Computing Essentials,Alexander Young,0.03473684210526316,Yes,Intermediate,4.4,16106,0.3965869311551925,0.817,Yes,20.3,2,2,1
44453,8434,Graphic Design with Canva,Emma Harris,0.13157894736842105,No,Beginner,5.0,11760,0.07899233205534255,1.0,No,21.11,5,1,0
43409,1947,Networking and System Administration,Dr. John Smith,0.9915789473684211,Yes,Beginner,3.7,46125,0.1110185030838473,0.936,Yes,4.47,4,1,1
32442,1480,DevOps and Continuous Deployment,James Clark,0.5589473684210526,Yes,Advanced,4.1,3696,0.2252667111185197,0.813,Yes,9.42,5,0,1
41431,2420,Cloud Computing Essentials,Isabella Scott,0.02631578947368421,No,Intermediate,4.1,18777,0.9073595599266544,1.0,Yes,25.57,3,2,0
34717,5297,Graphic Design with Canva,Olivia Taylor,0.27578947368421053,Yes,Advanced,4.3,30309,0.6902400400066677,0.942,Yes,8.89,4,0,1
44761,3271,Data Visualization with Tableau,Sophia Anderson,0.10421052631578948,Yes,Beginner,5.0,583,0.829200700116686,0.744,Yes,48.68,0,1,1
23479,9428,Cybersecurity for Professionals,Liam Adams,0.4084210526315789,No,Beginner,4.5,19777,0.49366561093515576,0.543,Yes,18.8,3,1,0
6319,7537,Python for Beginners,Liam Adams,0.01894736842105263,Yes,Beginner,4.0,6545,0.04373645607601266,0.854,Yes,11.29,10,1,1
28695,7060,Personal Finance and Wealth Building,David Wilson,0.831578947368421,Yes,Advanced,3.2,1030,0.6168111351891982,1.0,Yes,8.51,5,0,1
20181,9733,Stock Market and Trading Strategies,Daniel White,0.8926315789473684,Yes,Beginner,4.8,6752,0.9694532422070344,1.0,Yes,16.6,3,1,1
15373,194,Python for Beginners,Charlotte King,0.19157894736842104,No,Advanced,3.8,1471,0.09730788464744121,0.688,Yes,37.88,6,0,0
29797,5188,Public Speaking Mastery,Sophia Anderson,0.9873684210526317,Yes,Intermediate,5.0,48424,0.710701783630605,0.939,Yes,12.6,2,2,1
28100,9837,Data Visualization with Tableau,Dr. Robert Davis,0.3526315789473684,Yes,Intermediate,3.8,40585,0.187677112852142,0.796,Yes,9.45,7,2,1
9822,752,Cloud Computing Essentials,Michael Brown,0.2736842105263158,Yes,Beginner,4.2,49570,0.7470828471411902,0.534,Yes,1.0,6,1,1
12821,821,Python for Beginners,Dr. Robert Davis,0.7263157894736842,Yes,Beginner,4.0,23438,0.06871978663110519,0.968,Yes,1.0,7,1,1
16212,5814,Advanced Machine Learning,James Clark,0.6336842105263158,Yes,Intermediate,4.8,7760,0.1495665944324054,0.859,Yes,1.0,4,2,1
5843,2782,Graphic Design with Canva,David Wilson,0.3263157894736842,Yes,Beginner,5.0,1495,0.7693782297049507,0.862,Yes,26.13,6,1,1
1317,4076,Python for Beginners,Emma Harris,0.11789473684210525,Yes,Advanced,3.3,35483,0.7105350891815302,0.6,Yes,15.21,3,0,1
45969,5275,Project Management Fundamentals,Dr. John Smith,0.9136842105263157,Yes,Beginner,4.2,47765,0.5178154692448741,0.74,No,11.85,6,1,1
